-5.000019053758900656e-01 -8.660243037123609433e-01 8.660276039160178518e-01 4.999961892409590103e-01 -9.999999999782172022e-01 6.600419890233301134e-06 8.660210034709751037e-01 -5.000076214890382120e-01 -5.000060620814901213e-01 8.660219038117691337e-01 -1.320083978017905152e-05 -9.999999999128689199e-01
-8.660265111375281544e-01 -4.999980820032821627e-01 8.660231890655163411e-01 -5.000038359860782267e-01 6.644131280234205049e-06 9.999999999779277671e-01 -8.660298331713096598e-01 -4.999923279984139213e-01 8.660289268928785811e-01 -4.999938977475316126e-01 1.328826256017510969e-05 9.999999999117110683e-01
-9.999999999975150988e-01 2.229280890093137109e-06 -4.458561780175195875e-06 -9.999999999900606173e-01 9.999999999776363335e-01 -6.687842670235097106e-06 8.917123560261759916e-06 9.999999999602424694e-01 -9.999999999748473423e-01 -7.092616850735146248e-06 -1.337568534017106453e-05 -9.999999999105455561e-01
-8.660242818565817569e-01 5.000019432310156553e-01 -8.660276476270714063e-01 -4.999961135304163973e-01 -6.731554060235974763e-06 -9.999999999773431236e-01 8.660209160468492762e-01 -5.000077729089579259e-01 8.660218342754584242e-01 5.000061825199469956e-01 1.346310812016691771e-05 9.999999999093723835e-01
-4.999980441480591509e-01 8.660265329931384759e-01 -8.660231453537876600e-01 5.000039116962310404e-01 -9.999999999770479153e-01 6.775265450236840562e-06 -8.660299205927350918e-01 -4.999921765769351212e-01 -4.999937773080884162e-01 -8.660289964274808794e-01 -1.355053090016266926e-05 -9.999999999081915503e-01
2.272992280094889328e-06 9.999999999974167331e-01 4.545984560178034545e-06 9.999999999896670433e-01 6.818976840237693655e-06 9.999999999767508196e-01 9.091969120262122971e-06 9.999999999586680621e-01 -7.231687769374611054e-06 9.999999999738513612e-01 1.363795368015831577e-05 9.999999999070030565e-01
5.000019810861402458e-01 8.660242600008010161e-01 8.660276913381184105e-01 4.999960378198699540e-01 9.999999999764517256e-01 -6.862688230238533196e-06 8.660208286226969143e-01 -5.000079243288624298e-01 5.000063029583942109e-01 -8.660217647391308393e-01 -1.372537646015385725e-05 -9.999999999058070133e-01
8.660265548487471321e-01 4.999980062928350844e-01 8.660231016420523176e-01 -5.000039874063800793e-01 -6.906399620239360031e-06 -9.999999999761508551e-01 -8.660300080141338785e-01 -4.999920251554410000e-01 -8.660290659620664133e-01 4.999936568686354499e-01 1.381279924014929540e-05 9.999999999046033095e-01
9.999999999973164799e-01 -2.316703670096636465e-06 -4.633407340180838486e-06 -9.999999999892658087e-01 -9.999999999758479863e-01 6.950111010240172466e-06 9.266814680262204810e-06 9.999999999570631237e-01 9.999999999728359512e-01 7.370758688013935253e-06 -1.390022202014462681e-05 -9.999999999033919451e-01
8.660242381450186100e-01 -5.000020189412640592e-01 -8.660277350491586423e-01 -4.999959621093196804e-01 6.993822400240973044e-06 9.999999999755432301e-01 8.660207411985181292e-01 -5.000080757487515015e-01 -8.660216952027866011e-01 -5.000064233968317673e-01 1.398764480013985320e-05 9.999999999021729202e-01
4.999979684376101297e-01 -8.660265767043541230e-01 -8.660230579303104248e-01 5.000040631165252325e-01 9.999999999752365865e-01 -7.037533790241760068e-06 -8.660300954355062419e-01 -4.999918737339316688e-01 4.999935364291728246e-01 8.660291354966351829e-01 -1.407506758013497286e-05 -9.999999999009462348e-01
-2.360415060098379366e-06 -9.999999999972142284e-01 4.720830120183606851e-06 9.999999999888569135e-01 -7.081245180242532693e-06 -9.999999999749279445e-01 9.441660240262005435e-06 9.999999999554275432e-01 7.509829606653117996e-06 -9.999999999718012234e-01 1.416249036012998409e-05 9.999999998997118889e-01
-5.000020567963867624e-01 -8.660242162892345386e-01 8.660277787601923238e-01 4.999958863987656321e-01 -9.999999999746175261e-01 7.124956570243292613e-06 8.660206537743129207e-01 -5.000082271686252522e-01 -5.000065438352596647e-01 8.660216256664255985e-01 -1.424991314012488691e-05 -9.999999998984699934e-01
-8.660265985599595595e-01 -4.999979305823841758e-01 8.660230142185618707e-01 -5.000041388266666109e-01 7.168667960244038133e-06 9.999999999743051093e-01 -8.660301828568521820e-01 -4.999917223124070165e-01 8.660292050311872991e-01 -4.999934159897005403e-01 1.433733592011968131e-05 9.999999998972204374e-01
-9.999999999971100895e-01 2.404126450100117609e-06 -4.808252900186339642e-06 -9.999999999884403579e-01 9.999999999739908052e-01 -7.212379350244770948e-06 9.616505800261516374e-06 9.999999999537614315e-01 -9.999999999707471776e-01 -7.648900525292153356e-06 -1.442475870011436559e-05 -9.999999998959632208e-01
